Time,deltaX [m],deltaY [m],deltaZ [m],deltaRoll [rad],deltaPitch [rad],deltaYaw [rad]
0.010087967,0,0,0,0,0,0
0.020253897,0,0,0,0,0,0
0.030375957,0,0,0,0,0,0
0.040503025,0,0,0,0,0,0
0.050633907,0,0,0,0,0,0
0.051659822,0.0,0.0,0.0,0.0,0.0,0.0
0.25601983,0.01811505851051226,-0.0004580759285395315,0.0009954679848040882,0.00022906942612226582,0.006938262416770932,-0.005720545411179258
0.453788042,0.026814402800190842,0.00027707206739518666,-0.0005400631209130165,0.0005490081627173328,0.00930445825336672,-0.010910599310415343
0.651659012,0.02686992995106842,-0.001986904449811842,-0.005093006021382793,0.00035219154380478865,-0.0018548579903116256,-0.009781812719370626
0.851718902,0.02907389472321036,0.0003304187846602482,-0.0026369569715168632,0.0009939804770693992,0.0036332067432820214,-0.014443094171190113
1.0516119,0.02388523906523304,0.00026368197301408286,-0.0014154285247901578,0.000820974383236874,0.004007532498910342,-0.011777318529214084
1.251658916,0.01822689796390847,0.0010114705403087378,-0.00028311200138170093,0.0007534294482845714,0.004891509689579695,-0.009046055884559282
1.454042911,0.023308454443023274,0.0027840562837334396,0.0007034035545968279,0.0004618313301951877,0.009431460829829928,-0.008199792104843676
1.6516189570000002,0.024520340177962657,0.0014954274334536054,-0.00038215859531835273,0.0011128726063946767,0.004980344533274957,-0.013005585472999423
1.851791858,0.02441352242783566,0.001280029165995702,0.0014269651958952012,0.0009782560944368883,0.010153218316538615,-0.012940425663392615
2.052033901,0.023569355243195825,0.003131011394266603,0.0006965717937564578,0.0020353234789391625,0.014330776126860628,-0.021091725372007125
2.25144887,0.0236894825083869,0.0020668070592074293,0.0013743664405086314,0.0017553390479290406,0.012161218221009776,-0.01790544795465459
2.451714039,0.018942331342360393,0.002878807023170441,0.0005611517878390941,0.0013712759008738331,0.011917188233013555,-0.014731926089393044
2.654065847,0.020586914209511406,0.0035036015687773775,0.0002748667161559876,0.001282832843755801,0.018334602335803023,-0.016549716839844873
2.851651907,0.021855692482816064,0.005197987448065344,0.0004654855916364563,0.0025029348786622086,0.004993720855545537,-0.01891877413467413
3.053997993,0.01902093253069677,0.002551032724521982,0.0010943214936300926,0.0003523030987387294,0.011973886011398554,-0.00814774880713665
3.251606941,0.028761829153030286,0.00411402026055507,0.0015190953803049584,0.0034015984945586007,0.0143321237230127,-0.027373835438062672
3.451598882,0.03662111125758943,0.006600914238973342,0.0015370721257957046,0.0024315317791440846,0.015356271298781168,-0.022893519720235934
3.653189897,0.02743877962537589,0.0035059784860008475,0.0023023157531677375,0.0020665449192879388,0.007702273594640402,-0.01629311991874821
3.851706981,0.023436615280223436,0.006321381854518527,6.36679772681347e-05,0.002842286416080286,0.013409261600894585,-0.022845211885974843
4.051649809,0.0287576599530965,0.008266716926940303,0.00033915738373976016,0.0028838945910550106,0.006740483411571392,-0.02043108499303757
4.252925873,0.023916178172612004,0.005624161305432465,0.00029752377533907707,0.002664900453540688,0.006893218936217952,-0.019722294873813412
4.451856851,0.022611763266469104,0.003792323977822739,0.0012835456371882348,0.0024791943016290617,0.01606740204514514,-0.020904738253624253
4.653231859,0.02135312430269743,0.004556065378888385,0.0014716996094434557,0.002635505744458448,0.004959236772402945,-0.016485447162890556
4.858323812,0.02330409209365371,0.006591432491882143,0.000805191784754688,0.002387538714346348,0.009076172770700969,-0.017117385838715846
5.051533937,0.025328494140173366,0.00826163167618845,0.00030297416085916975,0.003687763436938592,0.014060162318770405,-0.025687245572599614
5.251504898,0.022716703087345542,0.0067276724901631285,0.0014300488335917177,0.0030895196279106143,0.0027853885299615852,-0.01747970850277796
5.451849937,0.02352285028477576,0.007531849533137405,0.0012653189786038163,0.003432771968205971,-0.0005208301070101592,-0.018003087341523994
5.651515007,0.028119690472822704,0.00923869612880336,2.8437648270820172e-05,0.003221897738864075,0.009814529859595019,-0.021838558280112535
5.851517916,0.0266724976991364,0.006525465001264688,-0.00024576217745811977,0.00380663512395898,-0.004963649164598455,-0.020608587528259423
6.052541971,0.03379843181970537,0.008804256003925929,-0.003082199412920579,0.003088382045992941,-0.0027768621928151685,-0.020836725209695654
6.2515769,0.02309413454411663,0.004899301641111964,-0.0028924590645522733,0.0017442480952912798,-0.0118428636234345,-0.010822510891134167
6.451632023,0.018294887062289333,0.006451035153166923,-0.0008263315120861575,0.0011118765296021821,0.001525386173480873,-0.008357125507584358
6.65151596,0.011974970747897504,0.001948566716218162,-0.000724258830565411,0.0021869065813510573,-0.0045835010672244745,-0.012234792202601426
6.851580858,0.01687949890008243,0.006826679909334389,-0.0012846254214745043,0.0021858393155311687,-0.00010690502898274404,-0.01329966826503908
7.051573992,0.024429666572307634,-0.007181097788529134,0.004460632702221141,-0.011542198681441938,0.019924699040236273,0.04908085491039407
7.252162933,0.025225218728963984,-0.005144699344257959,0.004311697964271702,-0.010900200980805116,0.022756396926984595,0.04600178558858097
7.451508045,0.006812240330013781,0.0024377962342288025,-0.0017380015359988964,0.002248537704252675,-0.013445421261975005,-0.009030472269144487
7.652724981,0.024150891507532093,0.007457321505172726,-0.0005901110555706677,0.001843932389245169,-0.0070586287379888445,-0.009685305158294466
7.853214025,0.03770382057412942,0.0075609410831973594,0.0013107928919153947,-0.0019008321990279936,0.0031567328286804196,0.0056744627357557175
8.05369091,0.039039607443735067,-0.0065298005765247295,0.005839269241008116,-0.012747374815753158,0.02955108717011142,0.053960668464257164
8.253824949,0.03486983944574482,0.011869650948020432,-0.005837947606662333,0.006255790920459882,-0.018949122997001615,-0.03290434348969906
8.454077959,0.03074810962375929,0.01179388147067207,-0.0014971487349470546,0.005498918478405288,-0.00930410030466787,-0.028976487283602585
8.651746988,0.026248478531625413,0.011107218868728487,-0.0026530265288107024,0.0035006642186112577,-0.003471784433644191,-0.020833971190713303
8.851660013,0.024520768692339427,0.011451461511341984,-0.0007053769025608142,0.00464495996437787,-0.00987056060733877,-0.02256840805261639
9.051904917,0.022583844711452923,0.009981029903621381,-0.00134051229514485,0.004835534836047871,-0.00679978346975642,-0.0254693962684576
9.252362013,0.023116604960098954,0.011245236822529236,-0.0016349884236193121,0.004342518001755866,-0.0073329961930438505,-0.022569630241618194
9.451601028,0.024155531678733265,0.006208238717804008,0.00038823526954582155,3.215284786769e-07,0.0001980531150786696,-0.002171976979486231
9.651573896,0.030390406631981615,-0.01708131691058372,0.006551951668761031,-0.0224894036094216,0.01933698564857994,0.11385950592480124
9.851627826,0.02818246601563768,0.005893236288840095,-0.003991233639692606,9.809993506494709e-05,-0.02003204883855705,-0.00018468455325811994
10.0516119,0.022954961982821976,0.011030772371388624,-0.0007379914167436124,0.004652152420875333,-0.004497321069910018,-0.025470876308530583
10.253154039,0.023294545192042503,0.01271071513548038,-0.0013137420519354417,0.004780241302880159,-0.007370629835731461,-0.025502866270474215
10.451524973,0.02347349896028102,0.012891263597116221,-0.0014584269520826318,0.004521929868136964,-0.0026454293261456204,-0.02605417631563887
10.651670933,0.014662679214824961,0.006657269811186862,-2.435342066151543e-05,0.004520981088053962,-0.009477321424986947,-0.022236845113328397
10.851852894,0.020015641927384396,0.013513304261949837,-0.001959634645523437,0.004725174987694291,-0.009579343836861612,-0.024336867451500384
11.05172801,0.021155445733260527,0.01302254537161779,-0.001845157670146146,0.006217908409474989,-0.010028656807050182,-0.03242109841886058
11.297181845,0.01349508206353441,0.008317333291360555,-0.0011415056302472625,0.003965626141882213,-0.007799860060882244,-0.019813652098277595
11.451757908,0.005613506857554442,0.008511707634316322,-0.0029678483970023216,0.0017885128102830509,0.0005545113974065347,-0.011397762375628812
11.652885914,-0.00031781770700949367,0.00025809920904349895,-0.00010231761962047876,0.0004176432667234028,0.00048028964416980854,-0.0019718078174868047
11.891561985,0,0,0,0,0,0
11.901661873,0,0,0,0,0,0
11.911790848,0,0,0,0,0,0
11.921885013,0,0,0,0,0,0
11.932157993,0,0,0,0,0,0
